Name,Category,ItemType,TrackSerials,SerialPrefix,SerialNextNumber,SerialSuffix,Description,UnitPrice,Markup,IsFixedMarkup,IsTaxInclusivePrice,Cost,SpecialTaxRate,LastVendor,VendorProductCode,VendorPrice,BarCode,ReorderPoint,ReorderQuantity,DefaultLocation,DefaultSublocation,Uom,SalesUom,SalesUomRatio1,SalesUomRatio2,PurchasingUom,PurchasingUomRatio1,PurchasingUomRatio2,ProductLength,ProductWidth,ProductHeight,ProductWeight,Remarks,SKU,Machine S/No,IsActive,,
GeneXpert IV Desktop GXIV-4-D,Cephid,Stockable,FALSE,,,,GeneXpert IV Desktop GXIV-4-D,44272,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
GENEXPERT IV R2 4 MODULE CONFIGURATION D,Cephid,Stockable,FALSE,,,,GXIV-4-D,0,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
GENOTYPE MACHINE,BIOSPAN,Stockable,FALSE,,,,"Make: Optima 
Model: Mupid exU 
Country of Manufacture: Japan 
",815000,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
GERATHERM THERMOMETER,CAPP ,Stockable,FALSE,,,,,0,,FALSE,FALSE,0,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
GIANT AUTOCLAVE,EDAN INSTRUMENTS INC,Stockable,FALSE,,,,"Model: OTL 40
Make : Nuve
Capacity: 90L(23.78 gal)
Programmable melting program : 60 ºC – 100 ºC
Programmable pre-heating : 40 ºC – 60 ºC
",5605000,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
GIBCO PHOSPHATE BUFFERED SALINE( PBS),Thermofisher,Stockable,FALSE,,,,GIBCO PSB,0,,FALSE,FALSE,0,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
Giemsa,MINI VIDAS ,Stockable,FALSE,,,,PO SC USA/SIGMA,152000,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
Giemsa stain or Field stain A and B,Unimed,Stockable,FALSE,,,,"Field stain A and B, 1 bottle each",1500,,FALSE,FALSE,0,,,,,,0,,,,btl,,1,1,,1,1,,,,,,,,TRUE,,
GLASS,FACILITY MAINTENANCE,Stockable,FALSE,,,,,0,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
"GLASS PARTITIONING IN DCL SHOWROOM1, GLASS/ALUMINIUM PARTITIONING AND LAB WORK IN NNPC",FACILITY MAINTENANCE,Stockable,FALSE,,,,,0,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
GLASS SLIDE,HETTISH,Stockable,FALSE,,,,GLASS SLIDE,680,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
Glass Slides,OPTIKA,Stockable,FALSE,,,,"Frosted
 Positive Electrical Charge
 Glass
 Cryosectioning
 Whole mount staining
",36000,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
Glass Wares,Pyrex,Stockable,FALSE,,,,,0,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
"GLASS, PC  ",SUNSHINE MEDICAL,Stockable,FALSE,,,,PC ,0,,FALSE,FALSE,0,,"SunShine Medical Equipment Co., Ltd.",,0,,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,,1,1,,1,1,,,,,,,,TRUE,,
GLOBE 15ML CENTRIFUGE TUBE,SUNSHINE MEDICAL,Stockable,FALSE,,,,,0,,FALSE,FALSE,0,,,,,,0,,,,pcs.,,1,1,,1,1,,,,,,,,TRUE,,
gloves -cold resistant,ISOLAB,Stockable,FALSE,,,,gloves - cold resistant ,0,-100,FALSE,FALSE,49800,,,,,DCLCH1035,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
GLUCOMETER,Roche,Stockable,FALSE,,,,"MODEL:  Roche Accu-Check Inform II Meter
Results in 5 seconds from 0.6 μL sample
POC Data Management System
Wireless transfer of patient data (when enabled).
",14000,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
Glucometer Test Strips,I -sense,Stockable,FALSE,,,,"Glucometer Test Strips
(Auto-Code)	Brand: I -sense
Country; Korea	25tests/p ack
",6500,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
Glucose 201 Analyzer,HemoCue,Stockable,FALSE,,,,"Make: HemoCue 
Model: Glucose 201 Analyzer
Monitoring and diagnosing of Type 1, Type 2, and gestational diabetes.
Precise monitoring for better glycemic control
Reduced risk of missed hypoglycemia in newborns
",200000,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
GLUCOSE HK SL 8X25ML,Elitech,Stockable,FALSE,,,,GLUCOSE HK SL GHSL 0250,32149.23,37.18195835,FALSE,FALSE,23435.46512,,Elitech Distribution (Reagents),GHSL 0250,24.66,DCLCCR1270,0,,,,,,1,1,,1,1,,,,,,GHSL-0250,,TRUE,,
"GLUCOSE PAP SL , 6X100ML  ",Elitech,Stockable,FALSE,,,,6X100ML ,11529.23,0,FALSE,FALSE,11529.23,,Elitech Distribution (Reagents),,0,DCLCCR1102,10,15,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,,1,1,,1,1,,,,,,,,TRUE,,
"GLUCOSE PAP SL + STD, 6X100 ML ",Elitech,Stockable,FALSE,,,,"Glucose PAP SL, GPSL-0507, 6X100 ML",13083.44,181.3542014,FALSE,FALSE,4650.16692,,Elitech Distribution (Reagents),GPSL-0507,8.86,DCLCCR1227,10,20,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,,1,1,,1,1,,,,,,,,TRUE,,
GLUCOSE PAP SL 4X250ML,Elitech,Stockable,FALSE,,,,"GLUCOSE PAP SL 4X250ML
GPSP-0707",0,,FALSE,FALSE,0,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
"GLUCOSE PAP SL, 12X20 ML ",Elitech,Stockable,FALSE,,,,"Glucose PAP SL, GPSL 0250, 12X20 ML",17957.35,147.1259426,FALSE,FALSE,7266.47709,,Elitech Distribution (Reagents),GPSL 0250,13.79,DCLCCR1099,10,15,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,,1,1,,1,1,,,,,,,,TRUE,,
"GLUCOSE PAP SL, 4 X 250 ML ",Elitech,Stockable,FALSE,,,,"Glucose PAP SL, GPSL-0700, 4 x 250 ml",13310,185.4288942,FALSE,FALSE,4663.15789,,Elitech Distribution (Reagents),,8.86,,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,,1,1,,1,1,,,,,,,,TRUE,,
"GLUCOSE PAP SL, 6 X 45 ML ",Elitech,Stockable,FALSE,,,,"GLUCOSE PAP, GPSL- 0455, 6X45 ML",13987.98,56.34172502,FALSE,FALSE,8947.05492,,Elitech Distribution (Reagents),GPSL-0455,16.23,DCLCCR1095,10,20,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,,1,1,,1,1,,,,,,,,TRUE,,
"GLUCOSE PAP SL+STD, 4X250  ML ",Elitech,Stockable,FALSE,,,,"4X250  ML, GPSL-0707",15823.44,153.8307282,FALSE,FALSE,6233.85518,,Elitech Distribution (Reagents),GPSL-0707,10.5,DCLCCR1103,10,20,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,,1,1,,1,1,,,,,,,,TRUE,,
GLUCOSE TEST METER,SUNSHINE MEDICAL,Stockable,FALSE,,,,,0,,FALSE,FALSE,0,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
"GLUCOSE, 4X100ML ",Giesse reagents,Stockable,FALSE,,,,,10320,0,FALSE,FALSE,10320,,Giesse Diagnostics,,0,DCLCCR1050,10,20,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,,1,1,,1,1,,,,,,4057,,TRUE,,
GLUSENSOR,SUNSHINE MEDICAL,Stockable,FALSE,,,,,0,,FALSE,FALSE,0,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
GLYCOSYLATED HEMOGLOBIN,Vitro Scient,Stockable,FALSE,,,,,0,,FALSE,FALSE,0,,,,,,0,,,,packs,,1,1,,1,1,,,,,,1164,,TRUE,,
GN TEST KIT VTK2,BioMérieux,Stockable,FALSE,,,,"GN TEST KIT VTK2 (20 cards), GRAM NEG.ID",0,-100,FALSE,FALSE,1177083.031,,BIOMERIEUX,21341,68.14,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
GP TEST KIT VTK2,BioMérieux,Stockable,FALSE,,,,"GP TEST KIT VTK2 (20 cards), GRAM POS.ID",0,-100,FALSE,FALSE,1239331.388,,BIOMERIEUX,21342,68.14,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
Gram Negative Sensitivity Disc,BTA,Stockable,FALSE,,,,Gram Negative Sensitivity Disc,3500,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
Gram positive sensitivity Disc,BTA,Stockable,FALSE,,,,Gram positive sensitivity Disc,3500,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
GRANADA AGAR,BioMérieux,Stockable,FALSE,,,,GRANADA AGAR,16480,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
grand total of aluminium and alucoboard for small building and gate house,FACILITY MAINTENANCE,Stockable,FALSE,,,,,0,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
Grease Pencil,BTA,Stockable,FALSE,,,,Grease Pencil,800,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
"GREASE SPG35, TUBES ",MYTHIC SPARE PARTS,Stockable,FALSE,,,,,0,,FALSE,FALSE,0,,Orphee SA,,0,DCLSP097,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,,1,1,,1,1,,,,,,,,TRUE,,
"GREINER BIO-ONE 96 WELL MICROPLATE, 100PC/CTN ",SUNSHINE MEDICAL,Stockable,FALSE,,,,100pc/ctn,0,,FALSE,FALSE,0,,"SunShine Medical Equipment Co., Ltd.",,0,,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,packs,,1,1,,1,1,,,,,,,,TRUE,,
Grossing Knife,OPTIKA,Stockable,FALSE,,,,,36000,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
Grossing Table,BAUR,Stockable,FALSE,,,,"Make: Lab Jeniks,Model: Grossing Table,Country of Manufacturer:USA
",12500000,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
GROUND ELECTRODE,ELITECH SPARE PARTS,Stockable,FALSE,,,,3900-049,132750,0,FALSE,FALSE,132750,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
GROUT WALL&FLOOR,FACILITY MAINTENANCE,Stockable,FALSE,,,,,0,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
GUN TYPE TUBE SEALER,LASANY,Stockable,FALSE,,,,,0,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,IBTS-15,,TRUE,,
GXHCV-VL-CE- ,Cephid,Stockable,FALSE,,,,"KIT, GX, 10-TEST/PK, HCV VL, CE-IVD,  ",0,-100,FALSE,FALSE,64782.60853,,Cepheid HBDC SAS,GXHCV-VL-CE-10,149,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
GXMTB/RIF - 50,Cephid,Stockable,FALSE,,,,GXMTB/RIF - 50,2346,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
Gynaecology chair,Fine Care,Stockable,FALSE,,,,Gynaecology chair,3800000,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
H.pylori Kit,SHERWOOD,Stockable,FALSE,,,,H.pylori Kit,16000,,FALSE,FALSE,0,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
Haematocrit Centrifuge,BOSCH,Stockable,FALSE,,,,"Make: Bosch
Model: Biocrit
Speed:12000r/min 
Rotor Capacity: 24pieces of capillary
",650000,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
Haematoxylin (mayers),MINI VIDAS ,Stockable,FALSE,,,,PO SC USA,89600,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
Haematoxylin Harris,ATOM SCIENTIFIC/BDH,Stockable,FALSE,,,,RRSP67-E,0,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
Haemoglobinometer,DIASPECT,Stockable,FALSE,,,,"Make: Diaspect
Country: Germany
Result within 1-2 seconds. Broad spectrum sensor factory calibrated. 
Needs no further calibration
Self-check between every measurement
",248000,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
"HAEMONETICS SPARE PARTS, DEFAULT ",HEMONETICS,Stockable,FALSE,,,,Default,0,,FALSE,FALSE,0,,Haemotec (Pty) Ltd,,0,,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,,1,1,,1,1,,,,,,,,TRUE,,
Haemostat Panel,SUNSHINE MEDICAL,Stockable,FALSE,,,,"Professional DOG  tweezers best quality stainless steel twezers with reversaction  point curved points finely ground points .

Anti- magnetic and anti-asid.
Lenght 115mm 
",96000,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
Haier blood Bank Refrigerator,Haier blood Bank,Stockable,FALSE,,,,"Make: Haier blood Bank
Model: HY-306
Specifications:
Door: Glass
Blood bag capacity: 125 x 450ml bag
",4400000,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
HAIER HIGH PERFORMANCE LABORATORY REFRIGERATOR WITH GLASS DOOR,HAIER THERMOCOOL,Stockable,FALSE,,,,HYC 360 PHARMACEUTICAL FRIDGE,3945500,,FALSE,FALSE,0,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
HAIER THERMO COOL CHEST FREEZER,LABJENIKS RGT & MACHINES,Stockable,FALSE,,,,HAIER THERMOCOOL LARGE CHEST FREEZER       MODEL: HTF-319,396550,,FALSE,FALSE,0,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
HAIER THERMOCOL CHEST FREEZER,ABOTT,Stockable,FALSE,,,,,0,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
HAIER THERMOCOOL ,HAIER THERMOCOOL,Stockable,FALSE,,,,HXC 158 BLOOD BANK REFRIGERATOR,0,,FALSE,FALSE,0,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
HAIER THERMOCOOL HXC 158,HAIER THERMOCOOL,Stockable,FALSE,,,,HXC 158 BLOOD BANK REFRIGERATOR,0,,FALSE,FALSE,0,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
HAIER THERMOCOOL HXC 358,HAIER THERMOCOOL,Stockable,FALSE,,,,HXC 358 BLOOD BANK REFRIGERATOR,0,,FALSE,FALSE,0,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
HAIER THERMOCOOL HXC 608,HAIER THERMOCOOL,Stockable,FALSE,,,,HXC 608 BLOOD BANK REFRIGERATOR,0,,FALSE,FALSE,0,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
HALOGEN DISPLAY/OPTIC LAMP,SUNSHINE MEDICAL,Stockable,FALSE,,,,,0,,FALSE,FALSE,0,,"SunShine Medical Equipment Co., Ltd.",,0,,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,,1,1,,1,1,,,,,,,,TRUE,,
HAND GLOVES,UNIGLOVES,Stockable,FALSE,,,,"HAND GLOVES, POWDER FREE (PACKETS)",0,-100,FALSE,FALSE,943.39623,,"SunShine Medical Equipment Co., Ltd.",,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
HAND HELD REFRACTOMETER,SUNSHINE MEDICAL,Stockable,FALSE,,,,,0,,FALSE,FALSE,0,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
Hand Sanitizer,Purell,Stockable,FALSE,,,,"Brand; Purell
bottles
",0,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
HANDGLOVES (LIGHTLY POWDERED),UNIGLOVES,Stockable,FALSE,,,,LIGHTLY POWDERED DISPOSABLE EXAMINATION GLOVES,0,,FALSE,FALSE,0,,,,,,0,,,,packs,,1,1,,1,1,,,,,,,,TRUE,,
HANDHELD BLACKLIGHT,SUNSHINE MEDICAL,Stockable,FALSE,,,,,0,,FALSE,FALSE,0,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
Handheld pHmeter,ADWA,Stockable,FALSE,,,,"Make: Adwa
Model: AD14
Country of manufacture: Hungary
",177000,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
HANDLE,FACILITY MAINTENANCE,Stockable,FALSE,,,,,0,,FALSE,FALSE,0,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
handling,FACILITY MAINTENANCE,Service,FALSE,,,,,0,,FALSE,FALSE,0,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
HANGER,SUNSHINE MEDICAL,Stockable,FALSE,,,,,0,,FALSE,FALSE,0,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
"HARD DISK REPLACEMENT KIT,   ",ELITECH SPARE PARTS,Stockable,FALSE,,,,"HARD DISK REPLACEMENT KIT, 6003-035",0,,FALSE,FALSE,0,,Elitech Group B.V (Instruments/spare parts),,0,DCLSP083,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,pcs.,,1,1,,1,1,,,,,,,,TRUE,,
"HARD DISK WITH SOFTWARE,   UNIT",ELITECH SPARE PARTS,Stockable,FALSE,,,,"HARD DISK WITH SOFTWARE, 6003-056",0,,FALSE,FALSE,0,,Elitech Group B.V (Instruments/spare parts),,0,DCLSP074,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,pcs.,,1,1,,1,1,,,,,,,,TRUE,,
HARRIS HAEMATOXYLIN,LABMANN,Stockable,FALSE,,,,500ML,65700,,FALSE,FALSE,0,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
"HAWKSLY HEMATICRITE CENTRIFUGE, UNIT ",Hawksly,Stockable,FALSE,,,,"Make: Hawksley
Country of Manuf: UK
High Speed Drive developing RCF 14,000G for fast, accurate haematocrits.
",787500,,FALSE,FALSE,0,,Hawksly,DCLSKU1333,0,dclch1014,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,,1,1,,1,1,,,,,,DCLSKU1333,,TRUE,,
"HAWKSLY HEMATOCRITE READER,   UNIT ",Hawksly,Stockable,FALSE,,,,"Make: Hawksley
Country of Manuf: UK
",25000,,FALSE,FALSE,0,,Hawksly,DCLSKU1334,0,,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,,1,1,,1,1,,,,,,DCLSKU1334,,TRUE,,
HB AFSC CONTROL,SERBIA,Stockable,FALSE,,,,HB AFSC CONTROL,0,-100,FALSE,FALSE,48631.57895,,SEBIA,4792,92.4,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
HBA1C,Veda lab,Stockable,FALSE,,,,,0,,FALSE,FALSE,0,,VEDA-LAB,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
"HBA1C CALIBRATOR SET 4 XO,5ML, 4X0. 5 ML ",Elitech,Stockable,FALSE,,,,"HbA1c CALIBRATOR SET 4 xO,5ml, HBAC-0043, 4x0. 5 ml",63414.85,81.55593756,FALSE,FALSE,34928.54646,,Elitech Distribution (Reagents),HBAC-0043,48.63,DCLCCR1221,5,10,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,,1,1,,1,1,,,,,,,,TRUE,,
"HBA1C CONTROL  L+H NEW, 4X0.5ML ",Elitech,Stockable,FALSE,,,,"HbA1C CONTROL  L+H NEW, HBAC-0049, 4x0.5ml",51996.1,57.76978819,FALSE,FALSE,32956.94353,,Elitech Distribution (Reagents),HBAC-0049,39.88,DCLCCR1220,5,10,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,,1,1,,1,1,,,,,,,,TRUE,,
HBA1C PARAMETER CALIBRATOR,Veda lab,Stockable,FALSE,,,,,0,-100,FALSE,FALSE,50731.88,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
"HBA1C REAGENT, 1X32 ML ",Elitech,Stockable,FALSE,,,,"HBA1C REAGENT, HBAC-0240, 1x32 ml",156586.41,147.7633071,FALSE,FALSE,63199.99997,,Elitech Distribution (Reagents),HBAC-0240,120.08,DCLCCR1019,5,15,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,,1,1,,1,1,,,,,,,,TRUE,,
"HBA1C, 100 TESTS ",Adaltis,Stockable,FALSE,,,,"HBA1C, 100 TESTS",0,,FALSE,FALSE,0,,Adaltis S.r.l.,,0,,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,,1,1,,1,1,,,,,,,,TRUE,,
HbA1c-Check-1 test (WB),Veda lab,Stockable,FALSE,,,,96091(demo kit),0,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
"HBA2 CONTROL NORMAL, PK  ",SERBIA,Stockable,FALSE,,,,HB A2 CONTROL NORMAL(1ML),0,-100,FALSE,FALSE,161684.2105,,SEBIA,4778,307.2,DCLSP286,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,packs,,1,1,,1,1,,,,,,DCLSKU1315,,TRUE,,
HBAIC KIT,Fine Care,Stockable,FALSE,,,,"Whole blood, 25 pcs/pk",0,-100,FALSE,FALSE,21905.93152,,"GUANGZHOU WONDFO BIOTECH CO., LTD",25 PCS/PK,42.5,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
HBEAB&AG ,DIASOURCE,Stockable,FALSE,,,,"HBEAB &AG, 96 TEST, KAPG4BNE3",89600,209.5272727,FALSE,FALSE,28947.36842,,Diasource ImmunoAssays® S.A.,KAPG4BNE3,55,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
HBS AG ULTRA MINI VIDAS,BioMérieux,Stockable,FALSE,,,,,0,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
hbsAg,SAFARANE,Stockable,FALSE,,,,A park HbsAg strip,3500,0,FALSE,FALSE,3500,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
HBSAG KIT,Fine Care,Stockable,FALSE,,,,50pc/pk,4400,57.28242114,FALSE,FALSE,2797.51543,,"GUANGZHOU WONDFO BIOTECH CO., LTD",50 pcs/pk,5.5,DCLCCR1278,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
"HBSAG KIT, 192 TESTS ",Adaltis,Stockable,FALSE,,,,"HBSAG KIT, 071012,  192 TESTS",85680,112.4737776,FALSE,FALSE,40324.97608,,Adaltis S.r.l.,71012,68,DCLCCR1131,3,20,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,,1,1,,1,1,,,,,,,,TRUE,,
HBsAg rapid test kit,lumi quick,Stockable,FALSE,,,,HBsAg rapid test kit/50 test /pack,0,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
"HBS-AG,  96  TEST ",DIASOURCE,Stockable,FALSE,,,, 96  test,52800,,FALSE,FALSE,0,,Diasource ImmunoAssays® S.A.,,0,DCLCCR1154,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,,1,1,,1,1,,,,,,,,TRUE,,
HBV 5 PANEL,Fine Care,Stockable,FALSE,,,,STRIP/SERUM/PLASMA,0,-100,FALSE,FALSE,8043.53462,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
HBV COMBO(480TEST),DIASOURCE,Stockable,FALSE,,,,HBV COMBO(480 TEST),0,,FALSE,FALSE,0,,Diasource ImmunoAssays® S.A.,KAPG4SGEII,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
HBV PCR KIT,LIFE RIVER,Stockable,FALSE,,,,"HBV Quantitative Real Time
PCR Kit (Packing with 4 diluted standards)
DNA Extraction Buffer
HBV Reaction Mix
PCR Enzyme Mix
Molecular Grade Water
Internal control (IC) HBV QS1 (5×107IU/ml)
HBV QS2 (5×106IU/ml)
HBV QS3 (5×105IU/ml)
HBV QS4 (5×104IU/ml)

",0,-100,FALSE,FALSE,65988.48614,,"Shanghai ZJ Bio-tech Co., Ltd",HD-0002-02-A+B,246,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
"HBV QUANTITATIVE , 50TEST ",ALLIANCE GLOBAL(AGBL) REAGENTS,Stockable,FALSE,,,,HBV QUANTITATIVE 50 TEST/PACK,0,-100,FALSE,FALSE,267826.087,,ALLIANCE GLOBAL FZ-LLC (AGBL),"M0020202-2
",616,DCLCCR1325,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,,1,1,,1,1,,,,,,FK-001-02-0056,,TRUE,,
"HBV TEST, 96 TEST ",Adaltis,Stockable,FALSE,,,,96 TEST,53550,0,FALSE,FALSE,53550,,Adaltis S.r.l.,,0,,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,,1,1,,1,1,,,,,,,,TRUE,,
"HBV, 50 REACTIONS ",GENESIG REAGENT,Stockable,FALSE,,,,50 reactions,0,,FALSE,FALSE,0,,GENESIG,ea0176,0,DCLCCR1193,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,,1,1,,1,1,,,,,,ea0176,,TRUE,,
HBV-5 Rapid Test ,MINI VIDAS ,Stockable,FALSE,,,,HBV-5 Rapid Test ,29000,,FALSE,FALSE,0,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
HC300 Cleaner (1L×1/box),EDAN INSTRUMENTS INC,Stockable,FALSE,,,,"Support 2,000 tests",11000,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
